id,name,given_name,family_name,birth_date,death_date,gender,identifiers,sources
psp:person:2761,Karol Melocík,Karol,Melocík,1948-12-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2761""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2761""}]"
psp:person:2762,Marie Meluzínová,Marie,Meluzínová,1935-02-13,,female,"[{""scheme"": ""psp"", ""identifier"": ""2762""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2762""}]"
psp:person:2763,Štefan Meňhár,Štefan,Meňhár,1905-02-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2763""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2763""}]"
psp:person:2764,Pavel Měrák,Pavel,Měrák,1949-08-21,,male,"[{""scheme"": ""psp"", ""identifier"": ""2764""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2764""}]"
psp:person:2765,Peter Mercell,Peter,Mercell,1964-05-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""2765""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2765""}]"
psp:person:2766,Václav Měřička,Václav,Měřička,1916-01-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""2766""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2766""}]"
psp:person:2767,Rudolf Merta,Rudolf,Merta,1867-01-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""2767""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2767""}]"
psp:person:2768,Juraj Mesík,Juraj,Mesík,1962-07-19,,male,"[{""scheme"": ""psp"", ""identifier"": ""2768""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2768""}]"
psp:person:2769,Karel Mestek,Karel,Mestek,1907-10-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2769""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2769""}]"
psp:person:2770,Ľudovít Meszáros,Ľudovít,Meszáros,1955-04-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2770""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2770""}]"
psp:person:2771,Irena Mészárosová,Irena,Mészárosová,1941-08-26,,female,"[{""scheme"": ""psp"", ""identifier"": ""2771""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2771""}]"
psp:person:2772,Blažena Mészárošová,Blažena,Mészárošová,1942-11-02,,female,"[{""scheme"": ""psp"", ""identifier"": ""2772""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2772""}]"
psp:person:2773,Jindřich Metelka,Jindřich,Metelka,1854-08-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""2773""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2773""}]"
psp:person:2774,Josef Mevald,Josef,Mevald,1932-11-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""2774""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2774""}]"
psp:person:2775,Jaroslav Mezník,Jaroslav,Mezník,1928-12-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""2775""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2775""}]"
psp:person:2776,Pavel Mezník,Pavel,Mezník,1950-08-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""2776""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2776""}]"
psp:person:2777,Viléma Mičanová,Viléma,Mičanová,1934-09-18,,female,"[{""scheme"": ""psp"", ""identifier"": ""2777""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2777""}]"
psp:person:2778,Igor Mičieta,Igor,Mičieta,1939-06-07,,male,"[{""scheme"": ""psp"", ""identifier"": ""2778""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2778""}]"
psp:person:2779,Alžběta Mičinová,Alžběta,Mičinová,1950-03-10,,female,"[{""scheme"": ""psp"", ""identifier"": ""2779""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2779""}]"
psp:person:2780,Emanuel Mička,Emanuel,Mička,1922-03-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""2780""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2780""}]"
psp:person:2781,Josef Míčka,Josef,Míčka,1901-03-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""2781""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2781""}]"
psp:person:2782,Vasil Micovčin,Vasil,Micovčin,1936-07-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""2782""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2782""}]"
psp:person:2783,Martin Mičura,Martin,Mičura,1883-09-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2783""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2783""}]"
psp:person:2784,Marie Migotová,Marie,Migotová,1949-05-27,,female,"[{""scheme"": ""psp"", ""identifier"": ""2784""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2784""}]"
psp:person:2785,Marcel Mihalik,Marcel,Mihalik,1963-03-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""2785""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2785""}]"
psp:person:2786,Ján Mihálik,Ján,Mihálik,1955-07-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2786""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2786""}]"
psp:person:2787,Jozef Mihálik,Jozef,Mihálik,1919-11-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""2787""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2787""}]"
psp:person:2788,Vojtech Mihálik,Vojtech,Mihálik,1926-03-30,,male,"[{""scheme"": ""psp"", ""identifier"": ""2788""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2788""}]"
psp:person:2789,Molnár Mihályi,Molnár,Mihályi,1953-04-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""2789""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2789""}]"
psp:person:2790,Miroslav Michalec,Miroslav,Michalec,1961-11-23,,male,"[{""scheme"": ""psp"", ""identifier"": ""2790""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2790""}]"
psp:person:2791,Václav Michalec,Václav,Michalec,1929-04-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""2791""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2791""}]"
psp:person:2792,František Michálek,František,Michálek,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2792""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2792""}]"
psp:person:2793,Přemysl Michálek,Přemysl,Michálek,1936-07-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2793""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2793""}]"
psp:person:2794,Gabriel Michalič,Gabriel,Michalič,1902-09-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2794""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2794""}]"
psp:person:2795,Augustin Michalička,Augustin,Michalička,1914-08-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""2795""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2795""}]"
psp:person:2796,Dezider Michalík,Dezider,Michalík,1932-11-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""2796""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2796""}]"
psp:person:2797,Jan Michalka,Jan,Michalka,1914-05-19,,male,"[{""scheme"": ""psp"", ""identifier"": ""2797""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2797""}]"
psp:person:2798,Štefánia Michalková,Štefánia,Michalková,1956-01-04,,female,"[{""scheme"": ""psp"", ""identifier"": ""2798""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2798""}]"
psp:person:2799,Karel Michalski,Karel,Michalski,1934-11-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2799""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2799""}]"
psp:person:2800,František Michele,František,Michele,1921-08-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""2800""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2800""}]"
psp:person:2801,Hana Michlová,Hana,Michlová,1947-09-26,,female,"[{""scheme"": ""psp"", ""identifier"": ""2801""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2801""}]"
psp:person:2802,Zdeněk Míka,Zdeněk,Míka,1919-10-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""2802""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2802""}]"
psp:person:2803,Vladimír Mikan,Vladimír,Mikan,1948-08-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2803""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2803""}]"
psp:person:2804,Jan Mikeska,Jan,Mikeska,1930-10-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""2804""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2804""}]"
psp:person:2805,Vincenc Mikle,Vincenc,Mikle,1882-02-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""2805""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2805""}]"
psp:person:2806,István Miklós,István,Miklós,1958-02-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""2806""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2806""}]"
psp:person:2807,Jozef Mikloško,Jozef,Mikloško,1939-03-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""2807""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2807""}]"
psp:person:2808,Zuzana Mikošová,Zuzana,Mikošová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""2808""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2808""}]"
psp:person:2809,Alena Miková,Alena,Miková,1959-06-28,,female,"[{""scheme"": ""psp"", ""identifier"": ""2809""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2809""}]"
psp:person:2810,Marie Miková,Marie,Miková,1920-01-09,,female,"[{""scheme"": ""psp"", ""identifier"": ""2810""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2810""}]"
psp:person:2811,Anna Míková,Anna,Míková,1914-06-13,,female,"[{""scheme"": ""psp"", ""identifier"": ""2811""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2811""}]"
psp:person:2812,Martin Mikuláš,Martin,Mikuláš,1923-01-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""2812""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2812""}]"
psp:person:2813,Václav Mikuláš,Václav,Mikuláš,1886-04-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""2813""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2813""}]"
psp:person:2814,Stanislav Mikulášek,Stanislav,Mikulášek,1922-12-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""2814""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2814""}]"
psp:person:2815,Vladimír Mikule,Vladimír,Mikule,1937-04-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""2815""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2815""}]"
psp:person:2816,Jan Mikulecký,Jan,Mikulecký,1913-09-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""2816""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2816""}]"
psp:person:2817,Vítězslav Mikulíček,Vítězslav,Mikulíček,1882-03-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""2817""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2817""}]"
psp:person:2818,Oldřiška Mikundová,Oldřiška,Mikundová,1945-06-06,,female,"[{""scheme"": ""psp"", ""identifier"": ""2818""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2818""}]"
psp:person:2819,Josef Miler,Josef,Miler,1935-11-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2819""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2819""}]"
psp:person:2820,Petr Miller,Petr,Miller,1941-07-27,,male,"[{""scheme"": ""psp"", ""identifier"": ""2820""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2820""}]"
psp:person:2821,Vladimír Mináč,Vladimír,Mináč,1922-08-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""2821""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2821""}]"
psp:person:2822,Štefan Minárik,Štefan,Minárik,1902-04-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2822""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2822""}]"
psp:person:2823,Anna Minárová,Anna,Minárová,1934-09-18,,female,"[{""scheme"": ""psp"", ""identifier"": ""2823""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2823""}]"
psp:person:2824,Jozef Minďaš,Jozef,Minďaš,1900-01-01,1976-10-23,male,"[{""scheme"": ""psp"", ""identifier"": ""2824""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2824""}]"
psp:person:2825,Jozef Minďáš,Jozef,Minďáš,1932-01-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""2825""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2825""}]"
psp:person:2826,Michal Mindoš,Michal,Mindoš,1924-02-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""2826""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2826""}]"
psp:person:2827,Július Minka,Július,Minka,1945-02-07,,male,"[{""scheme"": ""psp"", ""identifier"": ""2827""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2827""}]"
psp:person:2828,František Mišeje,František,Mišeje,1921-11-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""2828""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2828""}]"
psp:person:2829,Vladimír Mišík,Vladimír,Mišík,1947-03-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""2829""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2829""}]"
psp:person:2830,Jaroslav Miska,Jaroslav,Miska,1921-08-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2830""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2830""}]"
psp:person:2831,Jaroslava Míšková,Jaroslava,Míšková,1925-06-14,,female,"[{""scheme"": ""psp"", ""identifier"": ""2831""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2831""}]"
psp:person:2832,Jozef Mišura,Jozef,Mišura,1931-01-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""2832""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2832""}]"
psp:person:2833,Ludvík Mítek,Ludvík,Mítek,1909-09-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2833""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2833""}]"
psp:person:2834,Eva Mitrová,Eva,Mitrová,1937-07-05,,female,"[{""scheme"": ""psp"", ""identifier"": ""2834""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2834""}]"
psp:person:2835,Jan Mitrovčák,Jan,Mitrovčák,1860-01-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""2835""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2835""}]"
psp:person:2836,Pavol Mitter,Pavol,Mitter,1941-09-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""2836""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2836""}]"
psp:person:2837,Josef Mixán,Josef,Mixán,1957-04-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""2837""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2837""}]"
psp:person:2838,Ivan Mjartan,Ivan,Mjartan,1958-08-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""2838""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2838""}]"
psp:person:2839,Jozef Mjartan,Jozef,Mjartan,1900-02-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""2839""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2839""}]"
psp:person:2840,Jaroslav Mlčák,Jaroslav,Mlčák,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2840""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2840""}]"
psp:person:2841,František Mlčoch,František,Mlčoch,1855-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""2841""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2841""}]"
psp:person:2842,Rudolf Mlčoch,Rudolf,Mlčoch,1880-04-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2842""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2842""}]"
psp:person:2843,Augustín Mľkvy,Augustín,Mľkvy,1923-11-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""2843""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2843""}]"
psp:person:2844,Štefan Mlynár,Štefan,Mlynár,1944-02-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2844""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2844""}]"
psp:person:2845,Ján Mlynárik,Ján,Mlynárik,1933-02-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""2845""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2845""}]"
psp:person:2846,Miroslav Moc,Miroslav,Moc,1928-02-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""2846""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2846""}]"
psp:person:2847,Ján Mockovčiak,Ján,Mockovčiak,1910-06-23,,male,"[{""scheme"": ""psp"", ""identifier"": ""2847""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2847""}]"
psp:person:2848,František Modráček,František,Modráček,1871-09-08,,male,"[{""scheme"": ""psp"", ""identifier"": ""2848""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2848""}]"
psp:person:2849,Vasil Mohorita,Vasil,Mohorita,1952-09-19,,male,"[{""scheme"": ""psp"", ""identifier"": ""2849""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2849""}]"
psp:person:2850,František Mojto,František,Mojto,1885-10-10,,male,"[{""scheme"": ""psp"", ""identifier"": ""2850""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2850""}]"
psp:person:2851,Alena Mokošínová,Alena,Mokošínová,1948-06-02,,female,"[{""scheme"": ""psp"", ""identifier"": ""2851""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2851""}]"
psp:person:2852,Žofia Mokošová,Žofia,Mokošová,1927-10-15,,female,"[{""scheme"": ""psp"", ""identifier"": ""2852""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2852""}]"
psp:person:2853,Bedřich Moldan,Bedřich,Moldan,1935-08-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""2853""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2853""}]"
psp:person:2854,František Molík,František,Molík,1884-11-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""2854""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2854""}]"
psp:person:2855,Juraj Molnár,Juraj,Molnár,1961-01-23,,male,"[{""scheme"": ""psp"", ""identifier"": ""2855""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2855""}]"
psp:person:2856,Ladislav Molnár,Ladislav,Molnár,1953-04-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""2856""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2856""}]"
psp:person:2857,Alena Molnárová,Alena,Molnárová,1950-06-18,,female,"[{""scheme"": ""psp"", ""identifier"": ""2857""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2857""}]"
psp:person:2858,Paulína Molnárová,Paulína,Molnárová,1918-12-20,1969-01-01,female,"[{""scheme"": ""psp"", ""identifier"": ""2858""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2858""}]"
psp:person:2859,Jana Moltašová,Jana,Moltašová,1948-11-11,,female,"[{""scheme"": ""psp"", ""identifier"": ""2859""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2859""}]"
psp:person:2860,Erich Monczka,Erich,Monczka,1933-04-12,,male,"[{""scheme"": ""psp"", ""identifier"": ""2860""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2860""}]"
psp:person:2861,Ivan Mondok,Ivan,Mondok,1893-05-21,,male,"[{""scheme"": ""psp"", ""identifier"": ""2861""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2861""}]"
psp:person:2862,Jozef Moravčík,Jozef,Moravčík,1945-03-19,,male,"[{""scheme"": ""psp"", ""identifier"": ""2862""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2862""}]"
psp:person:2863,Vladimír Moravčík,Vladimír,Moravčík,1946-10-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""2863""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2863""}]"
psp:person:2864,Irena Moravčíková,Irena,Moravčíková,1940-02-07,,female,"[{""scheme"": ""psp"", ""identifier"": ""2864""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2864""}]"
psp:person:2865,František Moravec,František,Moravec,1919-01-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2865""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2865""}]"
psp:person:2866,Jan Moravec,Jan,Moravec,1902-05-21,,male,"[{""scheme"": ""psp"", ""identifier"": ""2866""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2866""}]"
psp:person:2867,Cyril Morávek,Cyril,Morávek,1919-10-03,,male,"[{""scheme"": ""psp"", ""identifier"": ""2867""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2867""}]"
psp:person:2868,Rudolf Morávek,Rudolf,Morávek,1894-07-23,,male,"[{""scheme"": ""psp"", ""identifier"": ""2868""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2868""}]"
psp:person:2869,Víťazoslav Moric,Víťazoslav,Moric,1946-04-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""2869""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2869""}]"
psp:person:2870,Peter Mornár,Peter,Mornár,1948-08-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""2870""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2870""}]"
psp:person:2871,Ján Morovič,Ján,Morovič,1945-07-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""2871""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2871""}]"
psp:person:2872,Jaroslava Moserová,Jaroslava,Moserová,1930-01-17,,female,"[{""scheme"": ""psp"", ""identifier"": ""2872""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2872""}]"
psp:person:2873,Václav Moskal,Václav,Moskal,1925-05-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""2873""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=2873""}]"
